,deadline,destination,end_time,net_reward,parameters,penalty,start,success
8003,25,"(4, 2)",13,15.0,"(0.9, 0.6, 0.1)",-7.0,"(8, 1)",True
8004,25,"(7, 4)",21,14.0,"(0.9, 0.6, 0.1)",-6.0,"(3, 3)",True
8005,55,"(8, 5)",39,17.5,"(0.9, 0.6, 0.1)",-0.5,"(1, 1)",True
8006,40,"(6, 1)",14,33.0,"(0.9, 0.6, 0.1)",-3.0,"(3, 6)",True
8007,25,"(4, 1)",10,20.5,"(0.9, 0.6, 0.1)",-11.5,"(5, 5)",True
8008,20,"(8, 3)",8,29.0,"(0.9, 0.6, 0.1)",-3.0,"(7, 6)",True
8009,30,"(2, 5)",10,15.5,"(0.9, 0.6, 0.1)",-4.5,"(6, 3)",True
8010,55,"(1, 1)",35,31.5,"(0.9, 0.6, 0.1)",-4.5,"(8, 5)",True
8011,20,"(3, 6)",11,19.0,"(0.9, 0.6, 0.1)",-9.0,"(5, 4)",True
8012,25,"(4, 3)",7,17.5,"(0.9, 0.6, 0.1)",-2.5,"(8, 2)",True
8013,45,"(8, 1)",23,15.0,"(0.9, 0.6, 0.1)",-9.0,"(4, 6)",True
8014,20,"(1, 4)",5,33.5,"(0.9, 0.6, 0.1)",-4.5,"(4, 3)",True
8015,35,"(3, 4)",23,18.5,"(0.9, 0.6, 0.1)",-5.5,"(8, 6)",True
8016,30,"(5, 6)",6,19.0,"(0.9, 0.6, 0.1)",-5.0,"(7, 2)",True
8017,30,"(2, 1)",15,19.0,"(0.9, 0.6, 0.1)",-11.0,"(7, 2)",True
8018,20,"(2, 3)",8,24.5,"(0.9, 0.6, 0.1)",-3.5,"(5, 4)",True
8019,45,"(2, 5)",30,8.5,"(0.9, 0.6, 0.1)",-7.5,"(8, 2)",True
8020,25,"(8, 2)",20,15.5,"(0.9, 0.6, 0.1)",-6.5,"(5, 4)",True
8021,35,"(1, 2)",19,19.0,"(0.9, 0.6, 0.1)",-1.0,"(4, 6)",True
8022,30,"(7, 6)",17,29.0,"(0.9, 0.6, 0.1)",-3.0,"(1, 6)",True
8023,20,"(3, 5)",11,21.0,"(0.9, 0.6, 0.1)",-5.0,"(7, 5)",True
8024,20,"(8, 3)",13,17.5,"(0.9, 0.6, 0.1)",-2.5,"(6, 5)",True
8025,20,"(4, 4)",12,17.0,"(0.9, 0.6, 0.1)",-1.0,"(5, 1)",True
8026,20,"(3, 1)",5,14.0,"(0.9, 0.6, 0.1)",-4.0,"(3, 5)",True
8027,25,"(5, 6)",19,19.5,"(0.9, 0.6, 0.1)",-4.5,"(1, 5)",True
8028,20,"(1, 1)",8,16.5,"(0.9, 0.6, 0.1)",-1.5,"(3, 3)",True
8029,30,"(3, 5)",18,12.0,"(0.9, 0.6, 0.1)",-6.0,"(1, 1)",True
8030,20,"(2, 5)",7,21.5,"(0.9, 0.6, 0.1)",-2.5,"(2, 1)",True
8031,20,"(4, 1)",0,29.0,"(0.9, 0.6, 0.1)",-1.0,"(8, 1)",False
8032,30,"(4, 4)",23,8.5,"(0.9, 0.6, 0.1)",-5.5,"(7, 1)",True
8033,30,"(2, 1)",19,18.5,"(0.9, 0.6, 0.1)",-1.5,"(6, 3)",True
8034,25,"(6, 6)",12,18.0,"(0.9, 0.6, 0.1)",-4.0,"(7, 2)",True
8035,40,"(4, 2)",30,21.5,"(0.9, 0.6, 0.1)",-4.5,"(8, 6)",True
8036,30,"(4, 1)",19,20.5,"(0.9, 0.6, 0.1)",-3.5,"(3, 6)",True
8037,50,"(2, 1)",29,20.5,"(0.9, 0.6, 0.1)",-3.5,"(7, 6)",True
8038,25,"(4, 6)",17,19.5,"(0.9, 0.6, 0.1)",-8.5,"(2, 3)",True
8039,50,"(1, 1)",22,18.0,"(0.9, 0.6, 0.1)",-2.0,"(6, 6)",True
8040,25,"(3, 5)",21,32.5,"(0.9, 0.6, 0.1)",-7.5,"(1, 2)",True
8041,20,"(2, 4)",0,17.5,"(0.9, 0.6, 0.1)",-0.5,"(6, 4)",True
8042,20,"(7, 3)",15,14.0,"(0.9, 0.6, 0.1)",-8.0,"(6, 6)",True
8043,25,"(3, 6)",11,14.5,"(0.9, 0.6, 0.1)",-1.5,"(8, 6)",True
8044,30,"(2, 5)",10,15.5,"(0.9, 0.6, 0.1)",-6.5,"(7, 4)",True
8045,20,"(2, 2)",15,20.0,"(0.9, 0.6, 0.1)",-6.0,"(1, 5)",True
8046,20,"(4, 4)",17,18.0,"(0.9, 0.6, 0.1)",0.0,"(1, 5)",True
8047,30,"(4, 3)",24,18.0,"(0.9, 0.6, 0.1)",0.0,"(1, 6)",True
8048,20,"(5, 3)",4,18.5,"(0.9, 0.6, 0.1)",-1.5,"(8, 2)",True
8049,40,"(1, 1)",23,19.5,"(0.9, 0.6, 0.1)",-0.5,"(7, 3)",True
8050,25,"(6, 1)",9,23.5,"(0.9, 0.6, 0.1)",-4.5,"(4, 4)",True
8051,35,"(4, 6)",31,22.5,"(0.9, 0.6, 0.1)",-3.5,"(6, 1)",True
8052,40,"(7, 5)",23,12.5,"(0.9, 0.6, 0.1)",-1.0,"(2, 2)",True
8053,25,"(3, 2)",12,34.5,"(0.9, 0.6, 0.1)",-1.5,"(1, 5)",True
8054,30,"(2, 2)",15,22.0,"(0.9, 0.6, 0.1)",-2.0,"(6, 4)",True
8055,30,"(7, 5)",21,17.0,"(0.9, 0.6, 0.1)",-5.0,"(3, 3)",True
8056,20,"(1, 4)",17,21.5,"(0.9, 0.6, 0.1)",-2.5,"(3, 6)",True
8057,40,"(1, 3)",7,15.5,"(0.9, 0.6, 0.1)",-0.5,"(8, 2)",True
8058,40,"(5, 1)",12,22.0,"(0.9, 0.6, 0.1)",-12.0,"(1, 5)",True
8059,20,"(8, 6)",0,38.5,"(0.9, 0.6, 0.1)",-5.5,"(6, 4)",False
8060,25,"(1, 4)",9,15.5,"(0.9, 0.6, 0.1)",-2.5,"(3, 1)",True
8061,45,"(1, 4)",21,21.0,"(0.9, 0.6, 0.1)",-3.0,"(8, 6)",True
8062,35,"(2, 6)",11,26.0,"(0.9, 0.6, 0.1)",-10.0,"(5, 2)",True
8063,25,"(2, 2)",10,18.5,"(0.9, 0.6, 0.1)",-7.5,"(3, 6)",True
8064,25,"(8, 1)",13,25.0,"(0.9, 0.6, 0.1)",-3.0,"(3, 1)",True
8065,20,"(3, 5)",15,20.5,"(0.9, 0.6, 0.1)",-1.0,"(3, 1)",True
8066,30,"(7, 6)",5,11.5,"(0.9, 0.6, 0.1)",-0.5,"(3, 4)",True
8067,20,"(2, 2)",17,25.0,"(0.9, 0.6, 0.1)",-5.0,"(3, 5)",True
8068,55,"(8, 1)",0,15.5,"(0.9, 0.6, 0.1)",-0.5,"(2, 6)",False
8069,35,"(2, 2)",28,37.0,"(0.9, 0.6, 0.1)",-15.0,"(6, 5)",True
8070,25,"(6, 5)",13,20.5,"(0.9, 0.6, 0.1)",-1.5,"(4, 2)",True
8071,40,"(2, 3)",23,18.5,"(0.9, 0.6, 0.1)",-3.5,"(7, 6)",True
8072,20,"(8, 4)",10,28.5,"(0.9, 0.6, 0.1)",-3.5,"(6, 2)",True
8073,20,"(4, 2)",17,22.0,"(0.9, 0.6, 0.1)",0.0,"(3, 5)",True
8074,40,"(2, 3)",25,18.0,"(0.9, 0.6, 0.1)",0.0,"(7, 6)",True
8075,35,"(8, 5)",17,14.0,"(0.9, 0.6, 0.1)",-8.0,"(2, 6)",True
8076,20,"(4, 5)",0,28.5,"(0.9, 0.6, 0.1)",-5.5,"(2, 3)",False
8077,25,"(8, 1)",9,17.0,"(0.9, 0.6, 0.1)",-5.0,"(3, 1)",True
8078,25,"(8, 3)",14,28.5,"(0.9, 0.6, 0.1)",-1.5,"(4, 4)",True
8079,30,"(8, 2)",21,23.5,"(0.9, 0.6, 0.1)",-2.5,"(3, 1)",True
8080,25,"(6, 5)",6,18.5,"(0.9, 0.6, 0.1)",-1.5,"(8, 2)",True
8081,20,"(3, 4)",8,22.5,"(0.9, 0.6, 0.1)",-3.5,"(5, 2)",True
8082,35,"(6, 1)",21,21.5,"(0.9, 0.6, 0.1)",-2.5,"(4, 6)",True
8083,30,"(2, 3)",14,27.5,"(0.9, 0.6, 0.1)",-2.5,"(7, 2)",True
8084,40,"(4, 1)",28,23.5,"(0.9, 0.6, 0.1)",-0.5,"(8, 5)",True
8085,20,"(7, 3)",16,25.0,"(0.9, 0.6, 0.1)",-1.0,"(8, 6)",True
8086,25,"(4, 4)",17,18.0,"(0.9, 0.6, 0.1)",0.0,"(8, 5)",True
8087,25,"(3, 2)",22,16.5,"(0.9, 0.6, 0.1)",-1.5,"(2, 6)",True
8088,25,"(8, 6)",0,12.5,"(0.9, 0.6, 0.1)",-1.5,"(8, 1)",False
8089,20,"(8, 6)",17,19.5,"(0.9, 0.6, 0.1)",-2.5,"(7, 3)",True
8090,25,"(7, 3)",7,18.0,"(0.9, 0.6, 0.1)",0.0,"(2, 3)",True
8091,30,"(8, 6)",23,33.0,"(0.9, 0.6, 0.1)",-3.0,"(7, 1)",True
8092,30,"(1, 1)",19,22.0,"(0.9, 0.6, 0.1)",0.0,"(6, 2)",True
8093,25,"(8, 2)",0,22.0,"(0.9, 0.6, 0.1)",0.0,"(6, 5)",False
8094,25,"(7, 2)",15,17.5,"(0.9, 0.6, 0.1)",-2.5,"(8, 6)",True
8095,20,"(1, 3)",15,15.5,"(0.9, 0.6, 0.1)",-2.5,"(5, 3)",True
8096,20,"(6, 3)",12,18.0,"(0.9, 0.6, 0.1)",0.0,"(8, 1)",True
8097,30,"(6, 3)",20,19.5,"(0.9, 0.6, 0.1)",-0.5,"(1, 2)",True
8098,35,"(1, 3)",21,24.0,"(0.9, 0.6, 0.1)",-2.0,"(7, 4)",True
8099,20,"(2, 2)",15,18.0,"(0.9, 0.6, 0.1)",-6.0,"(6, 2)",True
8100,40,"(1, 6)",36,0.0,"(0.9, 0.6, 0.2)",0.0,"(8, 5)",True
8101,25,"(8, 1)",0,9.5,"(0.9, 0.6, 0.2)",-2.5,"(4, 2)",False
8102,35,"(1, 5)",0,-1.5,"(0.9, 0.6, 0.2)",-13.5,"(7, 6)",False
8103,25,"(3, 4)",18,14.0,"(0.9, 0.6, 0.2)",-12.0,"(7, 3)",True
8104,25,"(8, 1)",15,15.5,"(0.9, 0.6, 0.2)",-2.5,"(6, 4)",True
8105,25,"(4, 2)",10,11.0,"(0.9, 0.6, 0.2)",-5.0,"(7, 4)",True
8106,20,"(4, 3)",17,11.5,"(0.9, 0.6, 0.2)",-6.5,"(6, 1)",True
8107,50,"(1, 4)",18,18.0,"(0.9, 0.6, 0.2)",0.0,"(8, 1)",True
8108,20,"(6, 2)",13,26.0,"(0.9, 0.6, 0.2)",-12.0,"(8, 4)",True
8109,20,"(3, 2)",14,18.5,"(0.9, 0.6, 0.2)",-1.5,"(5, 4)",True
8110,20,"(4, 3)",14,15.5,"(0.9, 0.6, 0.2)",-0.5,"(5, 6)",True
8111,20,"(3, 6)",17,16.0,"(0.9, 0.6, 0.2)",-2.0,"(1, 4)",True
8112,40,"(3, 4)",26,15.5,"(0.9, 0.6, 0.2)",-0.5,"(8, 1)",True
8113,20,"(5, 6)",13,22.0,"(0.9, 0.6, 0.2)",-4.0,"(6, 3)",True
8114,35,"(4, 1)",30,23.5,"(0.9, 0.6, 0.2)",-0.5,"(2, 6)",True
8115,20,"(3, 1)",0,10.5,"(0.9, 0.6, 0.2)",-3.5,"(7, 1)",False
8116,20,"(2, 2)",12,19.0,"(0.9, 0.6, 0.2)",-3.0,"(1, 5)",True
8117,30,"(1, 1)",0,22.5,"(0.9, 0.6, 0.2)",-1.5,"(4, 4)",False
8118,30,"(4, 1)",5,21.5,"(0.9, 0.6, 0.2)",-10.5,"(2, 5)",True
8119,20,"(3, 4)",11,22.0,"(0.9, 0.6, 0.2)",-8.0,"(7, 4)",True
8120,20,"(4, 1)",15,15.0,"(0.9, 0.6, 0.2)",-3.0,"(6, 3)",True
8121,20,"(5, 1)",11,15.5,"(0.9, 0.6, 0.2)",-0.5,"(6, 4)",True
8122,30,"(2, 3)",12,27.5,"(0.9, 0.6, 0.2)",-0.5,"(6, 5)",True
8123,20,"(3, 1)",3,18.0,"(0.9, 0.6, 0.2)",-8.0,"(7, 1)",True
8124,35,"(1, 5)",15,15.0,"(0.9, 0.6, 0.2)",-7.0,"(8, 5)",True
8125,20,"(7, 2)",0,24.0,"(0.9, 0.6, 0.2)",-4.0,"(4, 3)",True
8126,25,"(6, 5)",10,11.0,"(0.9, 0.6, 0.2)",-7.0,"(1, 5)",True
8127,25,"(3, 5)",13,25.0,"(0.9, 0.6, 0.2)",-3.0,"(6, 3)",True
8128,30,"(8, 4)",15,19.5,"(0.9, 0.6, 0.2)",-2.5,"(4, 2)",True
8129,25,"(3, 6)",16,14.0,"(0.9, 0.6, 0.2)",-8.0,"(3, 1)",True
8130,40,"(7, 2)",16,19.5,"(0.9, 0.6, 0.2)",-2.5,"(2, 5)",True
8131,20,"(4, 1)",4,15.0,"(0.9, 0.6, 0.2)",-11.0,"(4, 5)",True
8132,40,"(2, 6)",18,26.0,"(0.9, 0.6, 0.2)",-4.0,"(7, 3)",True
8133,30,"(8, 5)",21,17.5,"(0.9, 0.6, 0.2)",-10.5,"(4, 3)",True
8134,20,"(3, 2)",12,18.5,"(0.9, 0.6, 0.2)",-1.5,"(1, 4)",True
8135,35,"(7, 6)",20,23.5,"(0.9, 0.6, 0.2)",-0.5,"(3, 3)",True
8136,40,"(8, 6)",26,16.5,"(0.9, 0.6, 0.2)",-5.5,"(4, 2)",True
8137,25,"(3, 3)",4,13.5,"(0.9, 0.6, 0.2)",-6.5,"(6, 5)",True
8138,45,"(1, 5)",0,33.5,"(0.9, 0.6, 0.2)",-4.5,"(8, 3)",False
8139,20,"(6, 6)",0,15.5,"(0.9, 0.6, 0.2)",-16.5,"(6, 2)",False
8140,25,"(7, 6)",14,27.0,"(0.9, 0.6, 0.2)",-3.0,"(8, 2)",True
8141,25,"(7, 2)",17,20.0,"(0.9, 0.6, 0.2)",-4.0,"(3, 3)",True
8142,20,"(5, 3)",13,20.5,"(0.9, 0.6, 0.2)",-1.5,"(4, 6)",True
8143,20,"(3, 1)",16,21.0,"(0.9, 0.6, 0.2)",-1.0,"(4, 4)",True
8144,20,"(7, 1)",5,15.5,"(0.9, 0.6, 0.2)",-0.5,"(6, 4)",True
8145,30,"(3, 2)",12,18.0,"(0.9, 0.6, 0.2)",-4.0,"(8, 3)",True
8146,20,"(4, 1)",17,24.0,"(0.9, 0.6, 0.2)",-6.0,"(6, 3)",True
8147,20,"(4, 3)",0,18.0,"(0.9, 0.6, 0.2)",0.0,"(1, 4)",True
8148,20,"(5, 2)",0,16.0,"(0.9, 0.6, 0.2)",-6.0,"(4, 5)",False
8149,30,"(3, 4)",23,14.5,"(0.9, 0.6, 0.2)",-5.5,"(7, 6)",True
8150,35,"(2, 3)",15,18.5,"(0.9, 0.6, 0.2)",-1.5,"(8, 4)",True
8151,30,"(1, 3)",13,19.5,"(0.9, 0.6, 0.2)",-6.5,"(7, 3)",True
8152,30,"(1, 6)",0,20.0,"(0.9, 0.6, 0.2)",-6.0,"(2, 1)",False
8153,35,"(1, 2)",24,9.5,"(0.9, 0.6, 0.2)",-12.5,"(6, 4)",True
8154,50,"(2, 6)",25,15.0,"(0.9, 0.6, 0.2)",-5.0,"(8, 2)",True
8155,35,"(8, 1)",4,10.5,"(0.9, 0.6, 0.2)",-13.5,"(1, 1)",True
8156,45,"(7, 5)",36,15.0,"(0.9, 0.6, 0.2)",-8.5,"(2, 1)",True
8157,20,"(4, 3)",12,18.0,"(0.9, 0.6, 0.2)",-2.0,"(3, 6)",True
8158,35,"(6, 4)",9,19.5,"(0.9, 0.6, 0.2)",-0.5,"(1, 2)",True
8159,30,"(2, 1)",14,18.5,"(0.9, 0.6, 0.2)",-7.5,"(6, 3)",True
8160,30,"(3, 3)",19,28.0,"(0.9, 0.6, 0.2)",-2.0,"(7, 1)",True
8161,30,"(4, 3)",25,24.0,"(0.9, 0.6, 0.2)",-2.0,"(1, 6)",True
8162,25,"(7, 6)",15,17.0,"(0.9, 0.6, 0.2)",-1.0,"(8, 2)",True
8163,35,"(4, 6)",26,21.5,"(0.9, 0.6, 0.2)",-0.5,"(7, 2)",True
8164,30,"(6, 3)",9,16.0,"(0.9, 0.6, 0.2)",-4.0,"(1, 2)",True
8165,25,"(8, 6)",1,18.5,"(0.9, 0.6, 0.2)",-5.5,"(7, 2)",True
8166,45,"(7, 4)",25,27.5,"(0.9, 0.6, 0.2)",-2.5,"(1, 1)",True
8167,25,"(5, 6)",13,16.0,"(0.9, 0.6, 0.2)",-8.0,"(7, 3)",True
8168,30,"(7, 5)",23,16.5,"(0.9, 0.6, 0.2)",-1.5,"(5, 1)",True
8169,40,"(1, 6)",18,18.5,"(0.9, 0.6, 0.2)",-1.5,"(5, 2)",True
8170,45,"(8, 5)",10,23.0,"(0.9, 0.6, 0.2)",-7.0,"(3, 1)",True
8171,25,"(4, 2)",10,35.5,"(0.9, 0.6, 0.2)",-10.5,"(3, 6)",True
8172,20,"(2, 5)",15,17.0,"(0.9, 0.6, 0.2)",-3.0,"(5, 4)",True
8173,20,"(5, 1)",15,17.0,"(0.9, 0.6, 0.2)",-1.0,"(3, 3)",True
8174,40,"(2, 6)",13,14.5,"(0.9, 0.6, 0.2)",-1.5,"(5, 1)",True
8175,50,"(8, 4)",30,33.5,"(0.9, 0.6, 0.2)",-6.5,"(1, 1)",True
8176,35,"(8, 4)",6,26.5,"(0.9, 0.6, 0.2)",-5.5,"(3, 2)",True
8177,40,"(5, 1)",37,23.0,"(0.9, 0.6, 0.2)",-9.0,"(8, 6)",True
8178,30,"(7, 2)",14,18.0,"(0.9, 0.6, 0.2)",0.0,"(3, 4)",True
8179,30,"(8, 5)",18,23.0,"(0.9, 0.6, 0.2)",-3.0,"(2, 5)",True
8180,40,"(8, 1)",24,26.5,"(0.9, 0.6, 0.2)",-1.5,"(1, 2)",True
8181,20,"(1, 1)",9,21.0,"(0.9, 0.6, 0.2)",-5.0,"(2, 4)",True
8182,25,"(7, 4)",18,27.5,"(0.9, 0.6, 0.2)",-0.5,"(3, 5)",True
8183,40,"(1, 5)",26,17.0,"(0.9, 0.6, 0.2)",-3.0,"(8, 4)",True
8184,20,"(4, 3)",12,24.5,"(0.9, 0.6, 0.2)",-3.5,"(7, 4)",True
8185,45,"(3, 1)",24,19.5,"(0.9, 0.6, 0.2)",-0.5,"(8, 5)",True
8186,50,"(8, 1)",36,27.5,"(0.9, 0.6, 0.2)",-6.5,"(3, 6)",True
8187,30,"(8, 3)",15,18.5,"(0.9, 0.6, 0.2)",-5.0,"(4, 5)",True
8188,25,"(5, 3)",13,17.0,"(0.9, 0.6, 0.2)",-5.0,"(7, 6)",True
8189,45,"(6, 2)",36,18.0,"(0.9, 0.6, 0.2)",-2.0,"(1, 6)",True
8190,25,"(2, 2)",21,25.5,"(0.9, 0.6, 0.2)",-0.5,"(6, 1)",True
8191,20,"(4, 5)",3,20.0,"(0.9, 0.6, 0.2)",0.0,"(8, 5)",True
8192,30,"(2, 2)",23,23.0,"(0.9, 0.6, 0.2)",-3.0,"(5, 5)",True
8193,30,"(4, 1)",3,16.0,"(0.9, 0.6, 0.2)",-2.0,"(2, 5)",True
8194,25,"(2, 2)",13,27.0,"(0.9, 0.6, 0.2)",-7.0,"(6, 3)",True
8195,35,"(1, 4)",13,17.0,"(0.9, 0.6, 0.2)",-3.0,"(7, 5)",True
8196,40,"(2, 6)",21,23.0,"(0.9, 0.6, 0.2)",-5.0,"(5, 1)",True
8197,20,"(7, 3)",0,20.5,"(0.9, 0.6, 0.2)",-7.5,"(4, 4)",False
8198,25,"(6, 4)",19,7.0,"(0.9, 0.6, 0.2)",-7.0,"(4, 1)",True
8199,40,"(8, 6)",0,16.5,"(0.9, 0.6, 0.2)",-1.5,"(3, 3)",False
8200,20,"(8, 5)",0,0.0,"(0.9, 0.6, 0.3)",0.0,"(7, 2)",False
8201,35,"(1, 4)",0,-5.5,"(0.9, 0.6, 0.3)",-11.5,"(6, 2)",False
8202,25,"(6, 5)",16,-1.0,"(0.9, 0.6, 0.3)",-17.0,"(7, 1)",True
8203,25,"(1, 2)",0,24.5,"(0.9, 0.6, 0.3)",-1.5,"(6, 2)",False
8204,30,"(5, 5)",7,12.5,"(0.9, 0.6, 0.3)",-7.5,"(7, 1)",True
8205,20,"(5, 4)",10,23.0,"(0.9, 0.6, 0.3)",-7.0,"(8, 5)",True
8206,20,"(4, 2)",7,13.0,"(0.9, 0.6, 0.3)",-5.0,"(8, 2)",True
8207,40,"(7, 2)",8,9.5,"(0.9, 0.6, 0.3)",-6.5,"(2, 5)",True
8208,35,"(6, 5)",0,19.5,"(0.9, 0.6, 0.3)",-12.5,"(2, 2)",False
8209,55,"(8, 2)",0,14.5,"(0.9, 0.6, 0.3)",-13.5,"(1, 6)",True
8210,20,"(4, 5)",10,27.5,"(0.9, 0.6, 0.3)",-22.5,"(8, 5)",True
8211,50,"(1, 6)",15,16.5,"(0.9, 0.6, 0.3)",-3.5,"(8, 3)",True
8212,25,"(1, 6)",0,8.5,"(0.9, 0.6, 0.3)",-19.0,"(2, 2)",False
8213,40,"(6, 6)",0,7.0,"(0.9, 0.6, 0.3)",-11.0,"(1, 3)",False
8214,20,"(1, 5)",2,-6.5,"(0.9, 0.6, 0.3)",-18.5,"(3, 3)",True
8215,20,"(3, 5)",17,32.5,"(0.9, 0.6, 0.3)",-3.5,"(1, 3)",True
8216,45,"(8, 3)",4,18.0,"(0.9, 0.6, 0.3)",0.0,"(1, 5)",True
8217,20,"(5, 2)",10,11.5,"(0.9, 0.6, 0.3)",-22.5,"(7, 4)",True
8218,45,"(2, 5)",30,24.0,"(0.9, 0.6, 0.3)",-2.0,"(8, 2)",True
8219,25,"(7, 5)",14,21.5,"(0.9, 0.6, 0.3)",-4.5,"(3, 6)",True
8220,25,"(6, 3)",9,20.5,"(0.9, 0.6, 0.3)",-1.5,"(2, 2)",True
8221,30,"(1, 3)",6,19.0,"(0.9, 0.6, 0.3)",-5.0,"(6, 4)",True
8222,45,"(7, 2)",3,34.5,"(0.9, 0.6, 0.3)",-5.5,"(2, 6)",True
8223,30,"(3, 2)",12,39.5,"(0.9, 0.6, 0.3)",-10.5,"(6, 5)",True
8224,40,"(8, 1)",28,21.0,"(0.9, 0.6, 0.3)",-5.0,"(5, 6)",True
8225,40,"(7, 6)",11,16.5,"(0.9, 0.6, 0.3)",-3.0,"(1, 4)",True
8226,25,"(4, 3)",12,27.0,"(0.9, 0.6, 0.3)",-11.0,"(6, 6)",True
8227,35,"(1, 3)",16,19.0,"(0.9, 0.6, 0.3)",-5.0,"(6, 5)",True
8228,20,"(8, 1)",13,32.0,"(0.9, 0.6, 0.3)",-4.0,"(4, 1)",True
8229,25,"(3, 2)",15,15.0,"(0.9, 0.6, 0.3)",-3.0,"(8, 2)",True
8230,25,"(1, 3)",11,17.0,"(0.9, 0.6, 0.3)",-3.0,"(6, 3)",True
8231,45,"(1, 3)",34,19.0,"(0.9, 0.6, 0.3)",-5.0,"(7, 6)",True
8232,20,"(5, 2)",17,23.5,"(0.9, 0.6, 0.3)",-2.5,"(7, 4)",True
8233,20,"(7, 4)",0,18.0,"(0.9, 0.6, 0.3)",0.0,"(5, 2)",False
8234,25,"(1, 3)",5,13.5,"(0.9, 0.6, 0.3)",-6.5,"(4, 1)",True
8235,25,"(1, 5)",1,18.5,"(0.9, 0.6, 0.3)",-7.5,"(5, 6)",True
8236,40,"(6, 5)",23,27.0,"(0.9, 0.6, 0.3)",-9.0,"(2, 1)",True
8237,25,"(6, 3)",21,17.5,"(0.9, 0.6, 0.3)",-6.5,"(4, 6)",True
8238,30,"(6, 6)",24,20.0,"(0.9, 0.6, 0.3)",0.0,"(5, 1)",True
8239,20,"(8, 5)",6,13.5,"(0.9, 0.6, 0.3)",-2.5,"(4, 5)",True
8240,25,"(5, 3)",5,22.0,"(0.9, 0.6, 0.3)",-4.0,"(8, 5)",True
8241,40,"(1, 3)",24,26.0,"(0.9, 0.6, 0.3)",-6.0,"(6, 6)",True
8242,20,"(4, 2)",10,21.5,"(0.9, 0.6, 0.3)",-6.5,"(7, 3)",True
8243,45,"(1, 2)",25,19.0,"(0.9, 0.6, 0.3)",-3.0,"(7, 5)",True
8244,20,"(5, 4)",14,28.0,"(0.9, 0.6, 0.3)",-4.0,"(1, 4)",True
8245,35,"(7, 1)",30,18.0,"(0.9, 0.6, 0.3)",0.0,"(1, 2)",True
8246,40,"(1, 2)",12,12.5,"(0.9, 0.6, 0.3)",-1.5,"(6, 5)",True
8247,20,"(5, 1)",10,21.0,"(0.9, 0.6, 0.3)",-9.0,"(1, 1)",True
8248,20,"(6, 3)",15,19.5,"(0.9, 0.6, 0.3)",0.0,"(7, 6)",True
8249,20,"(7, 2)",0,17.0,"(0.9, 0.6, 0.3)",-1.0,"(6, 5)",False
8250,45,"(1, 6)",25,23.0,"(0.9, 0.6, 0.3)",-5.0,"(6, 2)",True
8251,30,"(4, 6)",0,30.5,"(0.9, 0.6, 0.3)",-3.5,"(7, 3)",False
8252,20,"(1, 3)",9,19.5,"(0.9, 0.6, 0.3)",-12.5,"(2, 6)",True
8253,25,"(4, 1)",11,17.5,"(0.9, 0.6, 0.3)",-2.5,"(6, 4)",True
8254,25,"(2, 1)",19,28.5,"(0.9, 0.6, 0.3)",-1.5,"(7, 1)",True
8255,25,"(5, 2)",0,18.0,"(0.9, 0.6, 0.3)",-2.0,"(2, 4)",False
8256,25,"(3, 6)",18,15.0,"(0.9, 0.6, 0.3)",-9.0,"(4, 2)",True
8257,25,"(1, 1)",0,18.0,"(0.9, 0.6, 0.3)",-2.0,"(2, 5)",False
8258,20,"(4, 4)",13,20.5,"(0.9, 0.6, 0.3)",-3.5,"(5, 1)",True
8259,25,"(2, 4)",7,16.0,"(0.9, 0.6, 0.3)",-2.0,"(6, 5)",True
8260,40,"(1, 5)",24,17.5,"(0.9, 0.6, 0.3)",-4.5,"(7, 3)",True
8261,30,"(3, 5)",24,19.0,"(0.9, 0.6, 0.3)",-7.0,"(8, 6)",True
8262,35,"(7, 6)",1,18.5,"(0.9, 0.6, 0.3)",-1.5,"(1, 5)",True
8263,25,"(4, 5)",1,28.0,"(0.9, 0.6, 0.3)",-8.0,"(6, 2)",True
8264,20,"(7, 2)",8,25.0,"(0.9, 0.6, 0.3)",-7.0,"(8, 5)",True
8265,60,"(1, 6)",27,17.5,"(0.9, 0.6, 0.3)",-2.5,"(8, 1)",True
8266,25,"(1, 2)",21,23.0,"(0.9, 0.6, 0.3)",-15.0,"(5, 1)",True
8267,35,"(7, 2)",11,20.0,"(0.9, 0.6, 0.3)",0.0,"(3, 5)",True
8268,25,"(3, 4)",1,29.5,"(0.9, 0.6, 0.3)",-4.5,"(6, 2)",True
8269,25,"(6, 2)",16,25.0,"(0.9, 0.6, 0.3)",-7.0,"(8, 5)",True
8270,20,"(1, 2)",13,18.0,"(0.9, 0.6, 0.3)",-2.0,"(4, 3)",True
8271,30,"(4, 2)",0,17.0,"(0.9, 0.6, 0.3)",-1.0,"(1, 5)",True
8272,25,"(7, 6)",14,31.5,"(0.9, 0.6, 0.3)",-8.5,"(5, 3)",True
8273,30,"(8, 4)",14,24.0,"(0.9, 0.6, 0.3)",0.0,"(5, 1)",True
8274,20,"(5, 2)",3,27.0,"(0.9, 0.6, 0.3)",-3.0,"(2, 3)",True
8275,40,"(2, 5)",20,22.5,"(0.9, 0.6, 0.3)",-1.5,"(8, 3)",True
8276,50,"(1, 5)",18,23.0,"(0.9, 0.6, 0.3)",-7.0,"(7, 1)",True
